Description	Answer
Video link https://www.milsuite.mil/book/groups/deams/blog/2023/03/13/afaoc-data-analytics-what-is-a-status-of-funds	https://www.milsuite.mil/book/groups/deams/blog/2023/03/13/afaoc-data-analytics-what-is-a-status-of-funds
Parental Leave	"Members may take parental leave in one continuous period or in increments. Parental leave may be taken together with ordinary leave.
 
 
 In LeaveWeb, select 'Permissive Leave', dropdown Rule #26 and add the discharge paperwork from the hospital. 
 
 
 For further clarification, please see the attached guidance from the Secretary of Defense dated 04 January 2023 or contact our wing HRO."
Description	Title
Click the link How to Update your Profile to watch a video or use the step by step guide for directions on updating your profile.	[HOW-TO] Update Your Comptroller Services Portal Profile
"If your dependents traveled separately from the Service member for a PCS, a separate DD 1351-2 (travel voucher) will be needed. The top portion of the voucher will remain the Service Member's info.
 
 You can retrieve the Dependent travel voucher packet from our CSP home page, Policy Memos and Guidelines, Travel Pay. Once completed submit your completed packet with all supporting documents via CSP.
 
  Required documents for processing:
  - DD 1351-2
  - Member’s PCS orders (front & back)
  - any receipts for expenses over $75 (Air Fare, Lodging, etc.)
  
 Forms:
 DD 1351-2 Travel Voucher
 TLE (if applicable) 
 
 Links: 
 https://usaf.dps.mil/teams/SAFFMCSP/portal/SitePages/Policymemosguidelines.aspx
 https://www.defensetravel.dod.mil/Docs/perdiem/JTR.pdf
 AFIMSC RM Portal"	PCS - Dependent's Travel Voucher
If you're a military member that is retiring or separating please fill in the packet in this article. Then submit a CSP inquiry under the Category “Military Pay” and appropriate sub-category “Retirement” or “Separation”	Retirement & Separation packet
"Military Members: If you want to change your state of legal residence please complete the attached form and submit a Military Pay inquiry with the signed form uploaded. 
 
 
 Please read the form thoroughly as this only updates your state tax withholding on file with Finance. If the state you desire to become a resident of has more requirements (driver's license, physical address, etc.), you need to take action on those on your time. 
 
 
 Questions? Consult a legal advisor on-base or do independent research. CPTS members will not advise you which state(s) are better/worse."	Change State of Legal Residence
"If you recently had a life change to family members (e.g. got married, divorced, had a child, adoption, etc.) then please make sure to coordinate with FSS/MPS first to update DEERS and receive a DD1172 (Command Sponsorship) letter. Then send an inquiry under the ""Military Pay"" category, subcategory Basic Allowance Housing-(particular reason). 
 
 
 We'll need all the below substantiating documents:
 
 DD1172 provided by FSS/MPS an AF Form 594 completed & signed by memberDivorce decree, child support arrangement, court order, etc. (as applicable)
 
 
 A blank template AF594 is below.
 
 
 Complete Sections A, B & C of the AF594 and Date & Sign (digital is acceptable) at the bottom. 
 - Skip the upper right section on page 1 labeled for ""Lodging Official""
 - Common mistake: Section C: not checking the squares and understanding what you are self-certifying as correct and accurate."	Update BAH
"Advance Military Pay (DD Form 2560) is intended to defray the extraordinary costs of a PCS move. Advance military pay may not be approved to provide funds for items such as: investments, gifts, vacations, debt consolidation, utility bills, stereos, credit card debts, automobile insurance, and consumer goods not related to the PCS move. Also excluded are items covered by other entitlements such as: PCS en-route costs for food, lodging, and gas (provided for by travel pay entitlements via PCS final voucher) and rent or mortgage (covered by monthly housing allowance). 
 
 
 Advance Military Pay may be approved for items such as: down payment on a house, house hunting expenses, maintenance of two households, shipment of excess
 household goods, and consumer goods, necessary, as a result of the PCS move. E-4 and above may request one month advance Military Pay on their signature without
 commander approval.
 
 
 Commander approval (or squadron section commander on 'G' series orders) is required for E-3 and below. Officers, NCOs, and Senior Airmen (E-4), requesting more than 1-month's advance, or more than 12-months repayment, must also obtain commander approval. For guidance, refer to AFMAN 65-116, Vol 1, Chapter 35, and DoD Financial Management Regulation Vol 7a, Chapter 32, and table 32-2."	Advance Pay
"Leave and Earning Statements (LES) do not generate during your time in Basic Military Training (BMT). To get your LES turned on for viewing in DFAS' MyPay website, please submit an inquiry under the category ""Military Pay"" and subcategory ""Copy of LES missing in MyPay"" and upload to the inquiry's Documents section a copy of your tech training orders. 
 
 
 CPTS will process and the update takes about 2-weeks to reflect in the DFAS MyPay website once resolved."	MyPay not showing LES?
"Advance Military Pay (DD Form 2560) is intended to defray the extraordinary costs of a PCS move. Advance military pay may not be approved to provide funds for items such as: investments, gifts, vacations, debt consolidation, utility bills, stereos, credit card debts, automobile insurance, and consumer goods not related to the PCS move. Also excluded are items covered by other entitlements such as: PCS en-route costs for food, lodging, and gas (provided for by travel pay entitlements via PCS final voucher) and rent or mortgage (covered by monthly housing allowance). 
 
 
 Advance Military Pay may be approved for items such as: down payment on a house, house hunting expenses, maintenance of two households, shipment of excess
 household goods, and consumer goods, necessary, as a result of the PCS move. E-4 and above may request one month advance Military Pay on their signature without
 commander approval.
 
 
 Commander approval (or squadron section commander on 'G' series orders) is required for E-3 and below. Officers, NCOs, and Senior Airmen (E-4), requesting more than 1-month's advance, or more than 12-months repayment, must also obtain commander approval. For guidance, refer to AFMAN 65-116, Vol 1, Chapter 35, and DoD Financial Management Regulation Vol 7a, Chapter 32, and table 32-2."	Advance Pay
